ranking_profile,metric_group,metric,metric_key,preferred_direction,defense,value,rank
utility_priority,openpi_patient,OpenPI patient PNA-T,avg_PNA_T,higher_is_better,ppl-10-4.5,1.0,4.5
utility_priority,openpi_patient,OpenPI patient PNA-T,avg_PNA_T,higher_is_better,llm_based,1.0,4.5
utility_priority,openpi_patient,OpenPI patient PNA-T,avg_PNA_T,higher_is_better,response_based,1.0,4.5
utility_priority,openpi_patient,OpenPI patient PNA-T,avg_PNA_T,higher_is_better,layered_guard,1.0,4.5
utility_priority,openpi_patient,OpenPI patient PNA-T,avg_PNA_T,higher_is_better,structured_guard,1.0,4.5
utility_priority,openpi_patient,OpenPI patient PNA-T,avg_PNA_T,higher_is_better,prompt_guard,1.0,4.5
utility_priority,openpi_patient,OpenPI patient PNA-T,avg_PNA_T,higher_is_better,known_answer,1.0,4.5
utility_priority,openpi_patient,OpenPI patient PNA-T,avg_PNA_T,higher_is_better,none,1.0,4.5
utility_priority,openpi_patient,OpenPI patient attack_accuracy,avg_attack_accuracy,higher_is_better,ppl-10-4.5,1.0,4.5
utility_priority,openpi_patient,OpenPI patient attack_accuracy,avg_attack_accuracy,higher_is_better,llm_based,1.0,4.5
utility_priority,openpi_patient,OpenPI patient attack_accuracy,avg_attack_accuracy,higher_is_better,response_based,1.0,4.5
utility_priority,openpi_patient,OpenPI patient attack_accuracy,avg_attack_accuracy,higher_is_better,layered_guard,1.0,4.5
utility_priority,openpi_patient,OpenPI patient attack_accuracy,avg_attack_accuracy,higher_is_better,structured_guard,1.0,4.5
utility_priority,openpi_patient,OpenPI patient attack_accuracy,avg_attack_accuracy,higher_is_better,prompt_guard,1.0,4.5
utility_priority,openpi_patient,OpenPI patient attack_accuracy,avg_attack_accuracy,higher_is_better,known_answer,1.0,4.5
utility_priority,openpi_patient,OpenPI patient attack_accuracy,avg_attack_accuracy,higher_is_better,none,1.0,4.5
utility_priority,openpi_patient,OpenPI patient baseline_accuracy,avg_baseline_accuracy,higher_is_better,ppl-10-4.5,1.0,4.5
utility_priority,openpi_patient,OpenPI patient baseline_accuracy,avg_baseline_accuracy,higher_is_better,llm_based,1.0,4.5
utility_priority,openpi_patient,OpenPI patient baseline_accuracy,avg_baseline_accuracy,higher_is_better,response_based,1.0,4.5
utility_priority,openpi_patient,OpenPI patient baseline_accuracy,avg_baseline_accuracy,higher_is_better,layered_guard,1.0,4.5
utility_priority,openpi_patient,OpenPI patient baseline_accuracy,avg_baseline_accuracy,higher_is_better,structured_guard,1.0,4.5
utility_priority,openpi_patient,OpenPI patient baseline_accuracy,avg_baseline_accuracy,higher_is_better,prompt_guard,1.0,4.5
utility_priority,openpi_patient,OpenPI patient baseline_accuracy,avg_baseline_accuracy,higher_is_better,known_answer,1.0,4.5
utility_priority,openpi_patient,OpenPI patient baseline_accuracy,avg_baseline_accuracy,higher_is_better,none,1.0,4.5
utility_priority,asb,ASB task success,avg_original_task_success_rate,higher_is_better,layered_guard,1.0,4.5
utility_priority,asb,ASB task success,avg_original_task_success_rate,higher_is_better,llm_based,1.0,4.5
utility_priority,asb,ASB task success,avg_original_task_success_rate,higher_is_better,structured_guard,1.0,4.5
utility_priority,asb,ASB task success,avg_original_task_success_rate,higher_is_better,ppl-10-4.5,1.0,4.5
utility_priority,asb,ASB task success,avg_original_task_success_rate,higher_is_better,response_based,1.0,4.5
utility_priority,asb,ASB task success,avg_original_task_success_rate,higher_is_better,prompt_guard,1.0,4.5
utility_priority,asb,ASB task success,avg_original_task_success_rate,higher_is_better,none,1.0,4.5
utility_priority,asb,ASB task success,avg_original_task_success_rate,higher_is_better,known_answer,1.0,4.5
utility_priority,asb,ASB RR (lower = fewer refusals),avg_RR,lower_is_better,ppl-10-4.5,0.0,1.0
utility_priority,asb,ASB RR (lower = fewer refusals),avg_RR,lower_is_better,llm_based,0.004,2.0
utility_priority,asb,ASB RR (lower = fewer refusals),avg_RR,lower_is_better,prompt_guard,0.008,3.0
utility_priority,asb,ASB RR (lower = fewer refusals),avg_RR,lower_is_better,structured_guard,0.012,4.0
utility_priority,asb,ASB RR (lower = fewer refusals),avg_RR,lower_is_better,known_answer,0.016,5.0
utility_priority,asb,ASB RR (lower = fewer refusals),avg_RR,lower_is_better,none,0.02,6.0
utility_priority,asb,ASB RR (lower = fewer refusals),avg_RR,lower_is_better,layered_guard,0.032,7.0
utility_priority,asb,ASB RR (lower = fewer refusals),avg_RR,lower_is_better,response_based,0.256,8.0
utility_priority,asb,ASB avg_ASR,avg_ASR,lower_is_better,layered_guard,0.372,1.0
utility_priority,asb,ASB avg_ASR,avg_ASR,lower_is_better,llm_based,0.44,2.0
utility_priority,asb,ASB avg_ASR,avg_ASR,lower_is_better,structured_guard,0.464,3.0
utility_priority,asb,ASB avg_ASR,avg_ASR,lower_is_better,ppl-10-4.5,0.512,4.0
utility_priority,asb,ASB avg_ASR,avg_ASR,lower_is_better,response_based,0.56,5.0
utility_priority,asb,ASB avg_ASR,avg_ASR,lower_is_better,prompt_guard,0.684,6.0
utility_priority,asb,ASB avg_ASR,avg_ASR,lower_is_better,none,0.772,7.0
utility_priority,asb,ASB avg_ASR,avg_ASR,lower_is_better,known_answer,0.776,8.0
utility_priority,mpib_v1,MPIB-V1 attack_accuracy,attack_accuracy,higher_is_better,layered_guard,0.625,1.0
utility_priority,mpib_v1,MPIB-V1 attack_accuracy,attack_accuracy,higher_is_better,known_answer,0.5,2.0
utility_priority,mpib_v1,MPIB-V1 attack_accuracy,attack_accuracy,higher_is_better,none,0.45,3.5
utility_priority,mpib_v1,MPIB-V1 attack_accuracy,attack_accuracy,higher_is_better,llm_based,0.45,3.5
utility_priority,mpib_v1,MPIB-V1 attack_accuracy,attack_accuracy,higher_is_better,response_based,0.425,5.5
utility_priority,mpib_v1,MPIB-V1 attack_accuracy,attack_accuracy,higher_is_better,structured_guard,0.425,5.5
utility_priority,mpib_v1,MPIB-V1 attack_accuracy,attack_accuracy,higher_is_better,prompt_guard,0.4,7.0
utility_priority,mpib_v1,MPIB-V1 attack_accuracy,attack_accuracy,higher_is_better,ppl-10-4.5,0.25,8.0
utility_priority,mpib_v1,MPIB-V1 baseline_accuracy,baseline_accuracy,higher_is_better,layered_guard,0.8,2.0
utility_priority,mpib_v1,MPIB-V1 baseline_accuracy,baseline_accuracy,higher_is_better,response_based,0.8,2.0
utility_priority,mpib_v1,MPIB-V1 baseline_accuracy,baseline_accuracy,higher_is_better,structured_guard,0.8,2.0
utility_priority,mpib_v1,MPIB-V1 baseline_accuracy,baseline_accuracy,higher_is_better,none,0.6,4.5
utility_priority,mpib_v1,MPIB-V1 baseline_accuracy,baseline_accuracy,higher_is_better,prompt_guard,0.6,4.5
utility_priority,mpib_v1,MPIB-V1 baseline_accuracy,baseline_accuracy,higher_is_better,known_answer,0.4,7.0
utility_priority,mpib_v1,MPIB-V1 baseline_accuracy,baseline_accuracy,higher_is_better,llm_based,0.4,7.0
utility_priority,mpib_v1,MPIB-V1 baseline_accuracy,baseline_accuracy,higher_is_better,ppl-10-4.5,0.4,7.0
utility_priority,mpib_v1,MPIB-V1 accuracy_drop,accuracy_drop,lower_is_better,known_answer,-0.1,1.0
utility_priority,mpib_v1,MPIB-V1 accuracy_drop,accuracy_drop,lower_is_better,llm_based,-0.05,2.0
utility_priority,mpib_v1,MPIB-V1 accuracy_drop,accuracy_drop,lower_is_better,none,0.15,3.5
utility_priority,mpib_v1,MPIB-V1 accuracy_drop,accuracy_drop,lower_is_better,ppl-10-4.5,0.15,3.5
utility_priority,mpib_v1,MPIB-V1 accuracy_drop,accuracy_drop,lower_is_better,layered_guard,0.175,5.0
utility_priority,mpib_v1,MPIB-V1 accuracy_drop,accuracy_drop,lower_is_better,prompt_guard,0.2,6.0
utility_priority,mpib_v1,MPIB-V1 accuracy_drop,accuracy_drop,lower_is_better,response_based,0.375,7.5
utility_priority,mpib_v1,MPIB-V1 accuracy_drop,accuracy_drop,lower_is_better,structured_guard,0.375,7.5
utility_priority,mpib_v1,MPIB-V1 diagnosis_change_rate,diagnosis_change_rate,lower_is_better,llm_based,0.825,1.0
utility_priority,mpib_v1,MPIB-V1 diagnosis_change_rate,diagnosis_change_rate,lower_is_better,none,0.9,2.5
utility_priority,mpib_v1,MPIB-V1 diagnosis_change_rate,diagnosis_change_rate,lower_is_better,response_based,0.9,2.5
utility_priority,mpib_v1,MPIB-V1 diagnosis_change_rate,diagnosis_change_rate,lower_is_better,layered_guard,0.925,4.5
utility_priority,mpib_v1,MPIB-V1 diagnosis_change_rate,diagnosis_change_rate,lower_is_better,ppl-10-4.5,0.925,4.5
utility_priority,mpib_v1,MPIB-V1 diagnosis_change_rate,diagnosis_change_rate,lower_is_better,structured_guard,0.975,6.0
utility_priority,mpib_v1,MPIB-V1 diagnosis_change_rate,diagnosis_change_rate,lower_is_better,known_answer,1.0,7.5
utility_priority,mpib_v1,MPIB-V1 diagnosis_change_rate,diagnosis_change_rate,lower_is_better,prompt_guard,1.0,7.5
